RENGLÓN|CÓDIGO DE INSUMO|NOMBRE|CARACTERÍSTICAS|NOMBRE DE LA PRESENTACIÓN|CANTIDAD Y UNIDAD DE MEDIDA DE LA PRESENTACIÓN|CÓDIGO DE PRESENTACIÓN
291|2092|FASTENER|Material: Metal;|Caja|100 Unidad(es)|66964
291|2092|FASTENER|Material: Metal;|Caja|50 Unidad(es)|5638
291|2094|MARCADOR|Color: Morado; Uso: Resaltador;|Unidad|1 Unidad(es)|2404
291|2103|ENGRAPADORA|Material: Plástico; Tamaño: Mediana;|Unidad|1 Unidad(es)|5257
291|2112|BORRADOR|Color: Blanco; Uso: Lápiz;|Paquete|24 Unidad(es)|150420
291|2112|BORRADOR|Color: Blanco; Uso: Lápiz;|Unidad|1 Unidad(es)|2425
291|2114|TAPE|Ancho: 2 Pulgadas(s); Color: Transparente; Uso: Embalaje;|Rollo|100 Metro|118517
291|2114|TAPE|Ancho: 2 Pulgadas(s); Color: Transparente; Uso: Embalaje;|Rollo|30 Metro|63206
291|2114|TAPE|Ancho: 2 Pulgadas(s); Color: Transparente; Uso: Embalaje;|Rollo|30 Yarda|113393
291|2114|TAPE|Ancho: 2 Pulgadas(s); Color: Transparente; Uso: Embalaje;|Rollo|90 Metro|67230
291|2114|TAPE|Ancho: 2 Pulgadas(s); Color: Transparente; Uso: Embalaje;|Rollo|90 Yarda|179594
291|2115|CLIP|Característica: Mediano;|Caja|100 Unidad(es)|2428
291|2118|TAPE|Ancho: 3/4 pulgadas;|Rollo|36 Yarda|47508
243|2120|MASKING TAPE|Ancho: 2 Pulgadas(s);|Rollo|22 Yarda|2434
243|2120|MASKING TAPE|Ancho: 2 Pulgadas(s);|Rollo|25 Metro|48484
243|2120|MASKING TAPE|Ancho: 2 Pulgadas(s);|Rollo|25 Yarda|27828
243|2120|MASKING TAPE|Ancho: 2 Pulgadas(s);|Rollo|30 Metro|35474
243|2120|MASKING TAPE|Ancho: 2 Pulgadas(s);|Rollo|33 Metro|63510
243|2120|MASKING TAPE|Ancho: 2 Pulgadas(s);|Rollo|43 Yarda|182582
243|2120|MASKING TAPE|Ancho: 2 Pulgadas(s);|Rollo|50 Metro|69577
243|2120|MASKING TAPE|Ancho: 2 Pulgadas(s);|Rollo|55 Yarda|148101
291|2123|CLIP|Característica: No. 1, mariposa;|Caja|50 Unidad(es)|2438
291|2127|GRAPA|Característica: Estándar; Dimensión: 26/6 mm;|Caja|1000 Unidad(es)|166472
291|2127|GRAPA|Característica: Estándar; Dimensión: 26/6 mm;|Caja|5000 Unidad(es)|15142
291|2136|CINTA ADHESIVA|Ancho: 2 Pulgadas(s); Color: Transparente; Uso: Empaque;|Rollo|200 Yarda|117357
291|2136|CINTA ADHESIVA|Ancho: 2 Pulgadas(s); Color: Transparente; Uso: Empaque;|Rollo|25 Yarda|53216
243|2187|SOBRE|Clase: Manila; Tamaño: Extra oficio;|Paquete|100 Unidad(es)|2508
243|2187|SOBRE|Clase: Manila; Tamaño: Extra oficio;|Unidad|1 Unidad(es)|36020
243|2188|SOBRE|Clase: Manila; Tamaño: Media carta;|Paquete|100 Unidad(es)|2509
243|2188|SOBRE|Clase: Manila; Tamaño: Media carta;|Unidad|1 Unidad(es)|29027
243|2190|FOLDER|Clase: Manila; Tamaño: Carta;|Caja|100 Unidad(es)|30623
243|2190|FOLDER|Clase: Manila; Tamaño: Carta;|Paquete|100 Unidad(es)|2511
243|2190|FOLDER|Clase: Manila; Tamaño: Carta;|Unidad|1 Unidad(es)|29024
243|2191|FOLDER|Clase: Manila; Tamaño: Oficio;|Caja|100 Unidad(es)|30629
243|2191|FOLDER|Clase: Manila; Tamaño: Oficio;|Paquete|100 Unidad(es)|2512
243|2191|FOLDER|Clase: Manila; Tamaño: Oficio;|Unidad|1 Unidad(es)|29025
243|2193|MASKING TAPE|Ancho: 1 Pulgadas(s);|Rollo|40 Yarda|45599
243|2198|PAPEL CARBÓN| Ancho: 8.5 pulgadas;  Largo: 13 pulgadas;  Tipo: Oficio; |Caja|100 Unidad(es)|2520
242|2199|PAPEL|Tipo: Lustre;|Pliego|1 Unidad(es)|2521
243|2204|SOBRE|Clase: Manila; Tamaño: Oficio;|Paquete|100 Unidad(es)|2526
243|2204|SOBRE|Clase: Manila; Tamaño: Oficio;|Unidad|1 Unidad(es)|29028
244|2210|ARCHIVADOR|Material: Cartón; Tamaño: Oficio;|Unidad|1 Unidad(es)|2533
244|2212|BLOC ADHESIVO|Ancho: 3 Pulgadas(s); Largo: 3 Pulgadas(s); Número de hojas: 100; Tipo: Notas;|Unidad|1 Unidad(es)|26798
244|2213|BLOC ADHESIVO|Ancho: 1 1/2 pulgada; Largo: 2 Pulgadas(s); Número de hojas: 100; Uso: Notas;|Paquete|12 Unidad(es)|26799
244|2214|BLOC ADHESIVO|Ancho: 3 Pulgadas(s); Largo: 5 Pulgadas(s); Número de hojas: 100; Tipo: Notas;|Paquete|24 Unidad(es)|2537
244|2214|BLOC ADHESIVO|Ancho: 3 Pulgadas(s); Largo: 5 Pulgadas(s); Número de hojas: 100; Tipo: Notas;|Unidad|1 Unidad(es)|26802
244|2222|LIBRO DE CUENTA CORRIENTE|Diseño: Empastado; Hojas: 200;|Unidad|1 Unidad(es)|2545
244|2223|LIBRO|Clase: Empastado; Hojas: 400; Tamaño: Estándar; Uso: Actas;|Unidad|1 Unidad(es)|2546
263|2228|UREA|Tipo: Nitrógeno; Uso: Fertilizante;|Saco|1 Quintal|150780
264|2229|INSECTICIDA|Consistencia: Líquido; Uso: Doméstico;|Aerosol|310 Gramos|35051
264|2229|INSECTICIDA|Consistencia: Líquido; Uso: Doméstico;|Aerosol|400 Mililitro|84608
264|2229|INSECTICIDA|Consistencia: Líquido; Uso: Doméstico;|Envase|400 Mililitro|35075
264|2229|INSECTICIDA|Consistencia: Líquido; Uso: Doméstico;|Envase|440 Mililitro|70460
283|2232|LLAVE| Ancho: 1/2 pulgadas;  Uso: Chorro; |Unidad|1 Unidad(es)|2555
283|2234|LLAVE| Ancho: 1/2 pulgadas;  Uso: Ducha; |Unidad|1 Unidad(es)|2557
211|2263|CARNE ROJA|Animal: Res; Uso: Para cocer;|Bolsa|1 Libra|2683
211|2264|CARNE ROJA|Animal: Res; Corte: Puyazo; Uso: Para asar;|Bolsa|1 Libra|2684
211|2265|CARNE ROJA|Animal: Res; Corte: Molida;|Bolsa|1 Libra|2686
211|2266|CARNE ROJA|Animal: Res; Corte: Lomito;|Bolsa|1 Libra|2687
211|2266|CARNE ROJA|Animal: Res; Corte: Lomito;|Unidad|1 Libra|73790
211|2267|CHORIZO|Animal: Cerdo;|Bandeja|10 Unidad(es)|34522
211|2267|CHORIZO|Animal: Cerdo;|Bolsa|1 Libra|2688
211|2267|CHORIZO|Animal: Cerdo;|Empaque|12 Unidad(es)|67081
211|2267|CHORIZO|Animal: Cerdo;|Paquete|454 Gramos|80030
211|2267|CHORIZO|Animal: Cerdo;|Unidad|1 Unidad(es)|73822
211|2268|CHULETA|Animal: Cerdo;|Bolsa|1 Libra|2689
211|2270|COSTILLA|Animal: Cerdo;|Bolsa|1 Libra|2691
211|2271|COSTILLA|Animal: Res;|Bolsa|1 Libra|2692
211|2272|CARNE BLANCA|Animal: Pollo; Corte: Pieza;|Bolsa|1 Libra|35164
211|2273|CARNE BLANCA|Animal: Pollo; Corte: Pechuga;|Bandeja|1 Libra|2694
211|2273|CARNE BLANCA|Animal: Pollo; Corte: Pechuga;|Unidad|1 Libra|133613
211|2275|CARNE BLANCA|Animal: Pollo; Corte: Filete;|Bandeja|1 Libra|2696
211|2275|CARNE BLANCA|Animal: Pollo; Corte: Filete;|Bolsa|1 Libra|35165
211|2276|CARNE BLANCA|Animal: Pollo; Corte: Cuadril;|Bandeja|1 Libra|2697
211|2280|PESCADO|Corte: Mojarra;|Bandeja|1 Libra|2701
211|2280|PESCADO|Corte: Mojarra;|Unidad|1 Libra|74164
211|2281|PESCADO|Corte: Filete;|Bandeja|1 Libra|2702
211|2281|PESCADO|Corte: Filete;|Bolsa|1 Libra|35166
211|2282|SALCHICHA|Animal: Cerdo; Corte: Paquete;|Paquete|50 Unidad(es)|32178
211|2283|CEREAL|Grano: Hojuelas de maíz; Sabor: Chocolate;|Barra|6 Gramos|35210
211|2283|CEREAL|Grano: Hojuelas de maíz; Sabor: Chocolate;|Caja|600 Gramos|2704
211|2283|CEREAL|Grano: Hojuelas de maíz; Sabor: Chocolate;|Caja|730 Gramos|66926
211|2283|CEREAL|Grano: Hojuelas de maíz; Sabor: Chocolate;|Empaque|1 Kilogramos|66621
211|2284|CEREAL|Grano: Corazón de trigo; Sabor: Natural;|Bolsa|1 Libra|41507
211|2284|CEREAL|Grano: Corazón de trigo; Sabor: Natural;|Bolsa/paquete|400 Gramos|2705
211|2285|CEREAL|Grano: Hojuelas de maíz; Sabor: Natural;|Caja|500 Gramos|2706
211|2285|CEREAL|Grano: Hojuelas de maíz; Sabor: Natural;|Caja|560 Gramos|62098
211|2285|CEREAL|Grano: Hojuelas de maíz; Sabor: Natural;|Caja|580 Gramos|182563
211|2285|CEREAL|Grano: Hojuelas de maíz; Sabor: Natural;|Caja|800 Gramos|38237
211|2285|CEREAL|Grano: Hojuelas de maíz; Sabor: Natural;|Empaque|1 Kilogramos|182861
211|2285|CEREAL|Grano: Hojuelas de maíz; Sabor: Natural;|Empaque|1250 Gramos|66620
211|2287|CHAMPIÑÓN|Variedad: Champiñón;|Bolsa|1 Libra|5063
211|2289|CHILE|Variedad: Guaque;|Bolsa|1 Libra|2710
211|2289|CHILE|Variedad: Guaque;|Unidad|1 Unidad(es)|38989
211|2290|CHILE|Variedad: Pasa;|Bolsa|1 Libra|2711
211|2290|CHILE|Variedad: Pasa;|Unidad|1 Unidad(es)|40161
211|2291|CHILE|Variedad: Pimiento;|Bolsa|1 Libra|32259
211|2291|Chile|Variedad: Pimiento;|Unidad|1 Unidad(es)|32258
211|2291|CHILE|Variedad: Pimiento;|Unidad|1 Libra|174040
211|2292|CHILE|Variedad: Chiltepe;|Bolsa|1 Libra|2713
211|2294|COLIFLOR|Grupo: Hortaliza;|Unidad|1 Unidad(es)|2716
211|2297|PAN|Sabor: Dulce; Tipo: Pan dulce;|Unidad|1 Unidad(es)|2719
211|2298|PAN|Sabor: Salado; Tipo: Francés;|Unidad|1 Unidad(es)|42131
211|2299|PAN|Sabor: Salado; Tamaño: Estándar; Tipo: Hamburguesa;|Bolsa|6 Unidad(es)|2722
211|2300|PAN|Sabor: Salado; Tamaño: Estándar; Tipo: Hot dog;|Paquete|10 Unidad(es)|45666
211|2300|PAN|Sabor: Salado; Tamaño: Estándar; Tipo: Hot dog;|Paquete|6 Unidad(es)|2723
211|2302|PAN|Sabor: Salado; Tamaño: Mediano; Tipo: Sandwich;|Bolsa|1 Unidad(es)|2725
211|2303|MIGA DE PAN|Sabor: Salado;|Bolsa|1 Libra|2726
211|2304|CREMA LÁCTEA|Variedad: Simple;|Vaso|250 Mililitro|2727
211|2307|CREMA|Variedad: Batida;|Bolsa|1 Litro|2738
211|2311|CIRUELA|Variedad: Roja;|Bolsa|1 Libra|2747
211|2316|QUESO|Tipo: Crema;|Empaque|1 Libra|2760
211|2316|QUESO|Tipo: Crema;|Empaque|180 Gramos|176388
211|2316|QUESO|Tipo: Crema;|Envase|454 Gramos|80875
211|2316|QUESO|Tipo: Crema;|Tarro|350 Gramos|121821
211|2317|QUESO|Tipo: Duro;|Empaque|0.5 Libra|184542
211|2317|QUESO|Tipo: Duro;|Empaque|1 Libra|2761
211|2318|QUESO|Tipo: Fresco;|Empaque|1 Libra|2762
211|2318|QUESO|Tipo: Fresco;|Empaque|370 Gramos|177578
211|2318|QUESO|Tipo: Fresco;|Empaque|400 Gramos|101747
211|2318|QUESO|Tipo: Fresco;|Empaque|454 Gramos|147154
211|2319|QUESO|Tipo: Kraft;|Empaque|1 Libra|2763
211|2319|QUESO|Tipo: Kraft;|Empaque|250 Gramos|68351
211|2319|QUESO|Tipo: Kraft;|Paquete|180 Gramos|66903
211|2320|QUESO|Tipo: Parmesano;|Empaque|1 Libra|2764
211|2321|QUESO|Tipo: Mozzarella;|Empaque|1 Libra|2765
211|2321|QUESO|Tipo: Mozzarella;|Empaque|2.5 Libra|147155
211|2326|QUESO|Tipo: Seco;|Empaque|0.25 Libra|115129
211|2326|QUESO|Tipo: Seco;|Empaque|0.5 Libra|73199
211|2326|QUESO|Tipo: Seco;|Empaque|1 Libra|2770
211|2326|QUESO|Tipo: Seco;|Unidad|1 Unidad(es)|47305
211|2327|SAL DE MESA|Tipo: Gruesa;|Bolsa|1 Libra|2771
211|2330|SAL MARINA|Tipo: Fina;|Bolsa|1 Libra|38197
211|2335|PIÑA|Grupo: Fruta;|Unidad|1 Unidad(es)|2779
211|2336|PLÁTANO| Grupo: Fruta; |Bolsa|12 Unidad(es)|5729
211|2336|PLÁTANO| Grupo: Fruta; |Empaque|6 Unidad(es)|189340
211|2336|PLÁTANO| Grupo: Fruta; |Unidad|1 Unidad(es)|2780
211|2336|PLÁTANO| Grupo: Fruta; |Unidad|1 Libra|88445
211|2337|MILTOMATE|Grupo: Verdura;|Bolsa|1 Libra|2781
211|2337|MILTOMATE|Grupo: Verdura;|Unidad|1 Libra|197108
211|2338|LIMÓN|Clase: Persa;|Bolsa|12 Unidad(es)|38222
211|2338|LIMÓN|Clase: Persa;|Redecilla|15 Unidad(es)|45260
211|2338|LIMÓN|Clase: Persa;|Redecilla|25 Unidad(es)|45261
211|2338|LIMÓN|Clase: Persa;|Unidad|1 Unidad(es)|2782
211|2339|LIMÓN|Clase: Criollo;|Bolsa|1 Libra|5736
211|2339|LIMÓN|Clase: Criollo;|Unidad|1 Unidad(es)|2783
211|2341|MANGO|Clase: Tomy;|Unidad|1 Unidad(es)|2785
211|2341|MANGO|Clase: Tomy;|Unidad|100 Unidad(es)|44681
211|2343|MANZANA|Clase: Verde;|Unidad|1 Unidad(es)|2787
211|2344|MANZANA|Clase: Roja;|Bandeja|8 Unidad(es)|45740
211|2344|MANZANA|Clase: Roja;|Bolsa|1 Libra|80265
211|2344|MANZANA|Clase: Roja;|Caja|100 Unidad(es)|73958
211|2344|MANZANA|Clase: Roja;|Caja|150 Unidad(es)|67082
211|2344|Manzana|Clase: Roja;|Unidad|1 Unidad(es)|2788
211|2344|MANZANA|Clase: Roja;|Unidad|1 Libra|40805
211|2347|Melón|Grupo: Fruta;|Unidad|1 Unidad(es)|2791
211|2347|MELÓN|Grupo: Fruta;|Unidad|1 Libra|96767
211|2348|NARANJA|Grupo: Fruta;|Costal / saco|1 Quintal|75229
211|2348|NARANJA|Grupo: Fruta;|Unidad|1 Unidad(es)|2792
211|2349|PERA|Grupo: Fruta;|Bolsa|1 Libra|36232
211|2349|PERA|Grupo: Fruta;|Unidad|1 Unidad(es)|2793
211|2350|Papayas|Grupo: Fruta;|Unidad|1 Unidad(es)|2794
211|2350|PAPAYAS|Grupo: Fruta;|Unidad|1 Libra|64750
211|2351|MORA|Grupo: Fruta;|Bolsa|1 Libra|2795
211|2352|ZANAHORIA|Grupo: Verdura; Tipo: Alimento;|Manojo|12 Unidad(es)|41181
211|2352|Zanahoria|Grupo: Verdura; Tipo: Alimento;|Unidad|1 Unidad(es)|32262
211|2352|ZANAHORIA|Grupo: Verdura; Tipo: Alimento;|Unidad|1 Libra|39887
211|2353|TOMATE|Grupo: Fruta;|Caja|40 Libra|4262
211|2353|TOMATE|Grupo: Fruta;|Caja|45 Libra|73854
211|2353|TOMATE|Grupo: Fruta;|Paquete|6 Libra|214789
211|2353|TOMATE|Grupo: Fruta;|Unidad|1 Unidad(es)|2797
211|2353|TOMATE|Grupo: Fruta;|Unidad|1 Libra|32257
211|2354|PAPA|Grupo: Verdura; Tipo: Alimento;|Bolsa|1 Libra|35160
211|2354|PAPA|Grupo: Verdura; Tipo: Alimento;|Saco|100 Libra|32279
211|2354|PAPA|Grupo: Verdura; Tipo: Alimento;|Unidad|1 Libra|197553
211|2355|PERULEROS|Grupo: Verdura;|Unidad|1 Unidad(es)|2799
211|2355|PERULEROS|Grupo: Verdura;|Unidad|1 Libra|78791
211|2356|Sandía|Grupo: Fruta;|Unidad|1 Unidad(es)|2800
211|2356|SANDÍA|Grupo: Fruta;|Unidad|1 Libra|88446
211|2357|REMOLACHA|Tipo: Alimento;|Manojo|12 Unidad(es)|38220
211|2357|Remolacha|Tipo: Alimento;|Unidad|1 Unidad(es)|2801
211|2357|REMOLACHA|Tipo: Alimento;|Unidad|1 Libra|39884
211|2358|RÁBANO|Tipo: Alimento;|Manojo|1 Unidad(es)|2802
211|2358|RÁBANO|Tipo: Alimento;|Manojo|10 Unidad(es)|44919
211|2358|RÁBANO|Tipo: Alimento;|Unidad|1 Libra|80201
211|2359|ZUCCHINI|Tipo: Alimento;|Bolsa|1 Libra|46087
211|2359|ZUCCHINI|Tipo: Alimento;|Caja|40 Libra|5733
211|2359|ZUCCHINI|Tipo: Alimento;|Unidad|1 Unidad(es)|2803
211|2360|MANTEQUILLA|Tipo: Maní;|Envase|40 Onza|117227
211|2360|MANTEQUILLA|Tipo: Maní;|Envase|454 Gramos|206916
211|2360|MANTEQUILLA|Tipo: Maní;|Envase|793 Gramos|117400
211|2360|MANTEQUILLA|Tipo: Maní;|Frasco|223 Gramos|67083
211|2360|MANTEQUILLA|Tipo: Maní;|Frasco|500 Gramos|2804
211|2361|MANTEQUILLA|Tipo: Original;|Caja|400 Gramos|143141
219|62122|Maicena (para capacitación)| Sabor: Natural; |Caja|400 Gramos|74688
211|2372|MOSH|Tipo: Hojuelas;|Bolsa|360 Gramos|135379
211|2372|MOSH|Tipo: Hojuelas;|Bolsa|400 Gramos|2816
211|2374|NACHOS|Tamaño: Grande; Tipo: Original;|Bolsa|453 Gramos|118201
211|2374|NACHOS|Tamaño: Grande; Tipo: Original;|Empaque|400 Gramos|199335
211|2379|PEPINO|Grupo: Verdura;|Caja|40 Libra|2823
211|2379|PEPINO|Grupo: Verdura;|Unidad|1 Unidad(es)|32289
211|2380|PEPITA|Tipo: Molida;|Bolsa|1 Libra|2824
211|2380|PEPITA|Tipo: Molida;|Bolsa|2 Onza|130183
211|2381|PEPITORIA|Tipo: Grano;|Bolsa|1 Libra|2825
211|2381|PEPITORIA|Tipo: Grano;|Bolsa|200 Gramos|170200
211|2382|PEREJIL|Tipo: Alimento;|Manojo|1 Unidad(es)|2826
211|2385|PUERRO|Tipo: Alimento;|Unidad|1 Unidad(es)|2829
211|2389|TOMILLO|Tipo: Hoja;|Manojo|1 Unidad(es)|2833
211|2390|TORTILLA|Tamaño: Pequeño; Tipo: Harina;|Paquete|10 Unidad(es)|45686
211|2390|TORTILLA|Tamaño: Pequeño; Tipo: Harina;|Paquete|5 Unidad(es)|2834
211|2391|TORTILLA|Tipo: Maíz;|Paquete|14 Unidad(es)|73877
211|2391|TORTILLA|Tipo: Maíz;|Unidad|1 Unidad(es)|40227
211|2392|VINAGRE|Estado: Líquido;|Botella|500 Mililitro|44356
211|2392|VINAGRE|Estado: Líquido;|Envase|1 Galón|15207
211|2393|YOGURT|Clase: Fruta; Consistencia: Líquido; Tipo: Normal;|Envase|1 Litro|15209
211|2393|YOGURT|Clase: Fruta; Consistencia: Líquido; Tipo: Normal;|Envase|206 Gramos|180303
211|2394|LECHE|Clase: Condensada; Consistencia: Fluida;|Envase|375 Gramos|190405
211|2394|LECHE|Clase: Condensada; Consistencia: Fluida;|Envase|387 Gramos|132590
211|2394|LECHE|Clase: Condensada; Consistencia: Fluida;|Envase|397 Gramos|186197
211|2394|LECHE|Clase: Condensada; Consistencia: Fluida;|Lata|395 Gramos|45061
211|2395|LECHE| Base: Soya;  Clase: Sin lactosa;  Consistencia: Polvo; |Bolsa|2200 Gramos|67270
211|2395|LECHE| Base: Soya;  Clase: Sin lactosa;  Consistencia: Polvo; |Envase|400 Gramos|29214
211|2396|LECHE|Clase: Descremada; Consistencia: Polvo;|Bolsa|1 Libra|55964
211|2396|LECHE|Clase: Descremada; Consistencia: Polvo;|Bolsa|400 Gramos|29205
211|2398|LECHE|Clase: Semidescremada; Consistencia: Líquida;|Caja|1 Litro|2844
211|2400|LECHE|Clase: Evaporada; Consistencia: Líquida;|Lata|355 Mililitro|2846
211|2400|LECHE|Clase: Evaporada; Consistencia: Líquida;|Lata|410 Gramos|195962
211|2401|LECHE|Clase: Entera; Consistencia: Líquida;|Caja|1 Litro|2848
211|2402|ACEITE|Clase: Oliva;|Botella|1 Litro|31287
211|2402|ACEITE|Clase: Oliva;|Envase|500 Mililitro|31288
211|2403|ACEITE|Tipo: Comestible vegetal (maíz );|Botella|1350 Mililitro|66419
211|2403|ACEITE|Tipo: Comestible vegetal (maíz );|Envase|1 Galón|2852
211|2403|ACEITE|Tipo: Comestible vegetal (maíz );|Envase|2500 Mililitro|199702
211|2403|ACEITE|Tipo: Comestible vegetal (maíz );|Envase|3000 Mililitro|45873
211|2405|AZÚCAR|Clase: Blanca;|Bolsa|1 Kilogramos|30647
211|2405|AZÚCAR|Clase: Blanca;|Bolsa|1 Libra|31295
211|2405|AZÚCAR|Clase: Blanca;|Bolsa|1000 Gramos|92394
211|2405|AZÚCAR|Clase: Blanca;|Bolsa|2.5 Kilogramos|29021
211|2405|AZÚCAR|Clase: Blanca;|Bolsa|2500 Gramos|29094
211|2405|AZÚCAR|Clase: Blanca;|Bolsa|5 Libra|2855
211|2405|AZÚCAR|Clase: Blanca;|Bolsa|500 Gramos|35128
211|2405|AZÚCAR|Clase: Blanca;|Empaque|500 Gramos|208870
211|2405|AZÚCAR|Clase: Blanca;|Saco|100 Libra|30638
211|2405|AZÚCAR|Clase: Blanca;|Saco|108 Libra|37831
211|2405|AZÚCAR|Clase: Blanca;|Saco|25 Libra|34513
211|2406|AZÚCAR|Clase: Morena;|Bolsa|2000 Gramos|42945
211|2406|AZÚCAR|Clase: Morena;|Bolsa|5 Libra|2856
211|2406|AZÚCAR|Clase: Morena;|Bolsa|500 Gramos|58089
211|2406|AZÚCAR|Clase: Morena;|Empaque|1 Libra|99354
211|2406|AZÚCAR|Clase: Morena;|Empaque|400 Gramos|154805
211|2406|AZÚCAR|Clase: Morena;|Empaque|450 Gramos|206453
295|2502|JERINGA DESCARTABLE PARA ADMINISTRACIÓN DE INSULINA|Calibre g: 27 g; Capacidad: 1.5 Centímetro Cúbico(s); Condición: Estéril;|Unidad|1 Unidad(es)|2942
295|2605|HOJA DE BISTURÍ|Calibre: 15; Condición: Estéril; Libre de: Pirógeno por radiación gamma; Material: Acero inoxidable;|Unidad|1 Unidad(es)|3165
211|2762|CANELA|Clase: Polvo;|Bolsa|1 Libra|39429
211|2762|CANELA|Clase: Polvo;|Bote|60 Gramos|46146
211|2762|CANELA|Clase: Polvo;|Sobre|26 Gramos|167956
297|2772|INTERRUPTOR|Apagador: Sencillo; Tipo: Dado;|Unidad|1 Unidad(es)|3338
292|2843|DESINFECTANTE|Estado: Líquido; Uso: Limpieza;|Envase|1 Galón|5639
292|2843|DESINFECTANTE|Estado: Líquido; Uso: Limpieza;|Envase|5 Galón|160745
292|2845|JABÓN|Estado: Polvo;|Bolsa|5 Kilogramos|148837
292|2845|JABÓN|Estado: Polvo;|Bolsa|9 Kilogramos|90460
292|2845|JABÓN|Estado: Polvo;|Envase|20 Kilogramos|179764
292|2846|MECHA|Número: 16; Uso: Trapear;|Unidad|1 Unidad(es)|62097
292|2850|ESCOBA|Material: Plástico; Tamaño: Grande;|Unidad|1 Unidad(es)|3430
292|2851|DESENGRASANTE|Estado: Polvo;|Bote|1 Unidad(es)|3431
292|2858|JABÓN DE TOCADOR|Consistencia: Líquido; Uso: Manos;|Envase|1 Galón|3445
292|2858|JABÓN DE TOCADOR|Consistencia: Líquido; Uso: Manos;|Envase|450 Gramos|3437
292|2858|JABÓN DE TOCADOR|Consistencia: Líquido; Uso: Manos;|Envase|450 Mililitro|37534
292|2858|JABÓN DE TOCADOR|Consistencia: Líquido; Uso: Manos;|Envase|460 Gramos|37870
292|2858|JABÓN DE TOCADOR|Consistencia: Líquido; Uso: Manos;|Envase|460 Mililitro|70313
292|2859|DETERGENTE|Estado: Polvo;|Bolsa|1 Kilogramos|23786
292|2859|DETERGENTE|Estado: Polvo;|Bolsa|15 Kilogramos|134262
292|2859|DETERGENTE|Estado: Polvo;|Bolsa|25 Libra|23783
292|2859|DETERGENTE|Estado: Polvo;|Bolsa|5 Kilogramos|118030
292|2859|DETERGENTE|Estado: Polvo;|Bolsa|500 Gramos|23792
292|2859|DETERGENTE|Estado: Polvo;|Bolsa|9 Kilogramos|48606
292|2859|DETERGENTE|Estado: Polvo;|Bote|600 Gramos|37267
292|2860|JABÓN| Consistencia: Crema (pasta);  Uso: Lavatrastos; |Envase|400 Gramos|201821
292|2860|JABÓN| Consistencia: Crema (pasta);  Uso: Lavatrastos; |Tarro|1000 Gramos|48873
292|2860|JABÓN| Consistencia: Crema (pasta);  Uso: Lavatrastos; |Tarro|425 Gramos|3439
292|2860|JABÓN| Consistencia: Crema (pasta);  Uso: Lavatrastos; |Tarro|450 Gramos|3440
292|2860|JABÓN| Consistencia: Crema (pasta);  Uso: Lavatrastos; |Tarro|850 Gramos|37877
292|2861|ESPONJA|Uso: Lavatrastos;|Paquete|12 Unidad(es)|141183
292|2861|ESPONJA|Uso: Lavatrastos;|Paquete|5 Unidad(es)|75988
292|2861|ESPONJA|Uso: Lavatrastos;|Unidad|1 Unidad(es)|7277
292|2870|PALA|Uso: Basura;|Unidad|1 Unidad(es)|3450
182|2919|ELECTROENCEFALOGRAMA|Tipo: Servicio;|Unidad|1 Unidad(es)|3503
211|3503|ALMUERZO|Tipo: Alimento;|Ración|1 Unidad(es)|4163
211|3504|TICKET DE ALMUERZO|Tipo: Alimento;|Ración|1 Unidad(es)|4164
211|3505|CAFÉ|Clase: Molido; Sabor: Clásico;|Paquete|1 Libra|36057
211|3505|CAFÉ|Clase: Molido; Sabor: Clásico;|Paquete|350 Gramos|36056
211|3515|BEBIDA|Clase: No dietética; Sabor: Cola; Tipo: Soda;|Envase|600 Mililitro|62863
